ser	ser/organismo
átomo	substância
viveiro	edifício/prédio
violão	instrumento_de_cordas
verter	manar/fluir/correr/deslocar/mover/deslocar/mover
verdura	hortifruti/hortifruto
veia	vaso_sanguíneo/vaso_sangüíneo/vaso_sanguíneo
varão	esposa/esposo/marido/cônjuge/cónjuge/consorte
uísque	álcool/bebida_alcoólica
transito	acúmulo/aglomeração/colecção/coleção
tormenta	fenômeno_atmosférico
tijolo	material_de_construção/materiais_de_construção
tato	percepção/percepção
tapera	gleba/terreno/região
símbolos	sinal
suor	secreção
sossego	propriedades_acústicas
soprar	informar
sermão	discurso
rodear	tocar/encostar
rixa	confronto/recontro/conflito
resignar	partir/abandonar/deixar/sair/largar/aceitar
recontar	informar
realeza	recompensa/pagamento
razoabilidade	sanidade
queijo	lacticínio/produto_lácteo/laticínio
prole	besta/criatura/ser/bicho/animal
picada	machucado/traumatismo/dano/mal/lesão
piada	observação/comentário
penúria	deficiência/escassez/carência/falta/ausência
pedestal	suporte/encosto/apoio
passear	ir/caminhar/andar/ir/caminhar/andar
oxigênio	gás/elemento_químico/elemento_químico
orquestrar	planejar
namoro	apelo/petição/súplica
motocicleta	veículos_motorizados
moto	veículos_motorizados
minguar	mudar_a_dimensão
mestiço	ser/organismo
martírio	angústia/dor/dor
maluco	excêntrico/geek
magnata	homemdenegócios/homem_de_negócios/empresário/negociante/comerciante
macaco	primata/primatas
lâmpada	mobiliário/alfaia/movéis/móvel/mobília
listagem	base_de_dados/banco_de_dados
ladrilho	laje/placa
inibição	abstinência
inflar	expandir
inchar	expandir
impostos	imposto
ignomínia	vergonha/desonra
hasta	venda
gentileza	gentileza/delicadeza/amabilidade/bondade
gema	cristal/joalheria/jóia/joalharia
fósforo	acendedor/encendedor/isqueiro
fotógrafa	artista
formatação	informação
fissura	fenda/vão
explanação	afirmação/declaração
estória	artigo/notícias/notícia
espremer	apertar/pressionar/prensar/agarrar/segurar
esdrúxulo	mutante/mutação/mutantes
escavação	locação/sítio/lugar
erva	aromatizante/condimento/tempero
enxugar	esfregar
engrenagem	mecanismo
emboscar	iludir/lograr/enganar
efeitos	consequência/conseqüência/resultado/fim/efeito
dramaturgia	comunicado/comunicação/uma_comunicação
discordo	confronto/recontro/conflito
devorar	comer
desperdiçar	gastar/despender/esgotar/gastar/despender
descontrair	virar/mudar/tornar
derramar	manar/fluir/correr/deslocar/mover/deslocar/mover
degrau	suporte/encosto/apoio
decoração	artefato
debitar	pagar
cria	besta/criatura/ser/bicho/animal
creme	lacticínio/produto_lácteo/laticínio/artigos_de_toalete
cosmo	objeto_natural/objeto_natural
contágio	incidente/evento
consertar	melhorar/aperfeiçoar
cobertor	cobertura/capa
clareira	terreno/campo
cisma	divisão
cepa	táxon/taxón/taxon/taxon
carola	adoração
caracter	grafema/letra
capacete	chapéu
calcanhar	esqueleto
cabana	asilo/refúgio/edifício_residencial/habitação/casa/vivenda
brochura	livro
brilho	luz/inteligência
bosque	relevo_(geografia)/chão/terra_firme/terra/relevo/solo
boné	chapéu
bombardeiro	aeroplano/avião
batida	som/ruído
batata	cipó/parreira/videira
barriga	víscera/anatomia/parte_do_corpo
barrete	chapéu
bancarrota	insolvência/procedimento_legal/procedimento_legal
avc	ataque
auto-estima	auto-estima/orgulho
arrombar	separar/dividir/desmoronar
arremeter	lançar/atirar/jogar
arrebentar	separar/desintegrar/separar/dividir/desmoronar/separar/dividir/desmoronar/separar/dividir/desmoronar
argila	solo/terra
apunhalar	ferir/lesar/machucar/lesionar
apostila	livro
ama	servidor/empregado/doméstico
aglomerado	aglomeração
abocanhar	agarrar/segurar
véu	artigo_de_vestuário/roupa/vestuário
vitrine	recipiente/contentor/contêiner
venerar	achar/considerar/ver
têmpora	traço
tremer	agitar/sacudir/tremer/deslocar/mexer/mover/mover_involuntariamente/mover_reflexivamente/mover_involuntariamente/mover_involuntariamente/mover_reflexivamente/mover_involuntariamente
treino	atividade/ocupação
treinador	chefe/líder
transtornar	emocionar/disturbar/perturbar
transmutar	alterar/mudar
torneio	certame/partida/concurso/competição/torneio/jogo
torcer	deformar/deformar
toada	música
terapeuta	especialista
telhado	proteção/capa
tampa	tampa/tampa
sódio	metais/metais/metal
suíte	apartamento
sussurrar	proferir/falar/dizer/verbalizar/conversar
sangrar	expelir/expulsar/liberar/ejetar
salada	prato
rotação	mudança
resort	hotel
remorso	tristeza/pesar
remendo	pano
raspar	cortar/cuidar-se
raiva	cólera/raiva/ira/zanga/emoção/comoção/abalo/sentimento
querido	amante/amado
queimadura	machucado/traumatismo/dano/mal/lesão
pular	viajar/ir/caminhar/andar/deslocar/mexer/mover
prezar	achar/considerar/ver
prato	nutriente/alimentação/alimento/comida/nutrição/recipiente/contentor/contêiner
porvir	tempo
plantel	edifício/prédio
pipa	brinquedo
permutar	trocar
perfumaria	artigos_de_toalete
perambular	estar/ser/viajar/ir/caminhar/andar
película	bens/produção/produto
pausa	suspensão/pausa/interrupção/intervalo_de_tempo/tempo/intervalo/ociosidade
paroxismo	ataque
ovelha	bovídeos
outono	estação_do_ano/estação/tempo/sazão/período
nicho	concavidade
nenê	criança/menino/filho
narração	mensagem/assunto/tópico/conteúdo
muralha	divisória/paredes/parede
moinhos	maquinário/máquina/maquinaria
moer	fragmentar
missiva	texto/documentos/documento
mercantilismo	transação
mercadologia	comércio/mercantilismo/comercialismo
mento	traço
mensurar	exprimir/transmitir
menosprezar	rejeitar
menoridade	número
melodia	música/texto
maquinário	maquinaria/máquina
maquinar	planejar
manteiga	lacticínio/produto_lácteo/laticínio
machucar	ferir/lesar/machucar/lesionar/doer/ferir/aleijar/machucar
letreiro	estrutura/tecido/edifício
lauda	folhas/folha
joia	joalheria/jóia/joalharia
itinerários	fronteira
gritaria	propriedades_acústicas
grifar	marcar
germinar	crescer
genitor	genitor
gelo	cristal
fúria	cólera/raiva/ira/zanga
féretro	caixa
fricção	confronto/recontro/conflito
fragmento	pedaço/tomo/secção/parte/porção
formulário	documento/documentação
flabelar	agitar/sacudir/tremer
fingir	desmentir
filtro	equipamento/ferramenta/aparato/aparelho/mecanismo/dispositivo/instrumento
filhote	besta/criatura/ser/bicho/animal
fiar	construir/confeccionar/fabricar
façanha	acção/ação/atividade/ato
fardamento	vestimenta/roupa/vestido/traje/vestuário
familiaridade	informação/conhecimento
familia	grupos_sociais
estufa	edifício/prédio
estragar	avariar/danificar
estalar	soar/ressoar/fazer/deslocar/mexer/mover
esqueleto	sistema
espião	espião
esfaquear	ferir/lesar/machucar/lesionar
escárnio	aversão
escuridão	escuridão/trevas/iluminação
escape	escape/escapatória/fuga
esboroar	mudar
esbanjar	gastar/despender
enxofre	elemento_químico/elemento_químico
enfermeiros	médico
encostar	estar
ementa	informação
domesticar	adequar/ajustar/adaptar
doer	aparecer_como/parecer/aperceber/entender/perceber/aperceber-se
divindade	ser_sobrenatural/espirito
divertir	alentar/animar/alegrar
divertimento	recreaçao/diversão/recreaçao/diversão
ditado	idioma
director	gerente/administrador
dilapidar	gastar/despender
diagrama	ilustração/figura/desenho/imagem
desinformar	informar
desfeita	comportamento/conduta
descerrar	informar/contar
debruçar	torcer/dobrar/curvar/vergar
cômoda	mobiliário/alfaia/movéis/móvel/mobília
curandeiro	especialista
cume	região/área
crânio	osso/osso
criada	servidor/empregado/doméstico
cozinheira	trabalhador_especializado
cozinhar	construir/confeccionar/fabricar
cosmético	cosmético
cordilheira	formação/formação_geológica/formação/formação_geológica
copyright	documento/documentação
consorte	parente
cochilar	dormitar/sonecar/cochilar/dormir/capotar
cimeira	reunião/reunião
chá	bebida
chicote	aparelho/ferramenta/instrumento
cheiro	propriedade/atributo
chacota	observação/comentário
catar	ajuntar/coletar/coligir/reunir/recolher/juntar
casaco	artigo_de_vestuário/roupa/vestuário
camarilha	ordem/grupo/círculo
cafés	restaurante
brinde	aquisição
bondade	moralidade/moral/virtude
boda	cerimónia/cerimônia/festa/cerimónia/cerimônia/festa
betão	material_de_construção/materiais_de_construção
bebê	criança/menino/filho
barril	vaso/vasilha/vasilhame/vaso/vasilha/vasilhame
barranco	encosta/ladeira/subida/costa/declives/declive/elevação
bagunça	desordem/bagunça
aterrar	vir/chegar
astúcia	astucidade/astúcia/sagacidade
arredar	deslocar/mover
anuir	transmitir/comunicar
anca	perna/membro/anatomia/parte_do_corpo
algema	limitação/restrição
alameda	estrada/caminho/via
alagar	completar/encher
aglomeração	grupo/agrupação/conjunto
agastar	desgostar/desagradar
agasalho	artigo_de_vestuário/roupa/vestuário
agasalhar	virar/mudar/tornar
agarrar	agarrar/pegar/tomar/segurar/agarrar/capturar/pegar
afeição	compaixão/simpatia/piedade/camaradagem/afeto/afeição/amor/apego/carinho/afecção/afetividade/objeto/objecto/objetivo
afagar	tratar
aconselhamento	mensagem/assunto/tópico/conteúdo
abelha	himenópteros
abdome	anatomia/parte_do_corpo
êxtase	espírito/estado_emocional/humor
águia	símbolo/emblema
vovô	avó/avós/avô
vovó	avó/avós/avô
vocalizar	falar/contar/dizer
vivenda	aposento/habitação/moradia/residência/casa/lar/morada/domicílio/edifício/prédio
viuvez	mulher
vitrina	recipiente/contentor/contêiner
viga	peça/pedaço
veado	ruminantes/ruminante
varanda	estrutura/tecido/edifício/estrutura/tecido/edifício
urso	carnívoro
urbe	municipalidade/município
turba	reunião
tumores	tumores/enfermidade/doença
tumba	região/área
troçar	atuar/comportar-se/agir/parecer
tropeçar	deslocar/mexer/mover/errar/equivocar/confundir
triturar	fragmentar
tremular	agitar/sacudir/tremer
travesseiro	almofada
traseiro	anatomia/parte_do_corpo
tormento	angústia/dor/dor
toa	linha/fio/corda
terno	artigo_de_vestuário/roupa/vestuário
tensionar	afetar/afectar
tenda	asilo/refúgio
telejornais	programa/emissão
taxi	auto/veículo/carro/automóvel/viatura
tapete	móvel/mobília/mobiliário/tapete
sósia	indivíduo/pessoa/alguém/ser_humano/alma
sílaba	unidade_da_linguagem/unidade_linguística
superpoder	nação/república/país
sorver	beber/tomar
sobrecarta	recipiente/contentor/contêiner
significância	mensagem/assunto/tópico/conteúdo
sepultura	região/área/funeral/enterro/funeral
semblante	qualidade
selos	selo/símbolo
secreção	fluidos_corporais
sebes	barreira/paliçada/cerca/estacada
saia	artigo_de_vestuário/roupa/vestuário
ruborizar	descolorir/colorir
roubalheira	furto/roubo
rosar	descolorir/colorir
rojão	veículo/viatura
rir	expressar_sentimentos
reverso	oposição
resvalar	deslizar/passar_gradativamente_a/escorregar
reservas	afirmação/declaração
remir	trocar
raptar	tomar/capturar/pegar
rancho	chácara/granja/quinta/sítio/fazenda
rabo	anatomia/parte_do_corpo
pulular	apinhar
pulo	aumento/crescimento
pugna	luta/conflito
provérbio	idioma
projétil	arma/armamento
projecto	pensamento/idéia/conceito/opinião
progenitor	genitor
prateleira	suporte/encosto/apoio/estrutura/infra
prados	terreno/campo
pousada	hotel
porrada	golpe
poltrona	assento/cadeira
piscar	irradiar/radiar
pingar	entornar/verter/derramar
pilha	acúmulo/aglomeração/colecção/coleção
penhasco	formação/formação_geológica
pendurar	prender/fixar/prender/fixar
penca	recipiente/pacote/embalagem
passatempo	recreaçao/diversão/recreaçao/diversão
papá	genitor/mãe/pai/progenitor/pai/papá/painho/papai
ovinos	bovídeos
ornamento	ornato/ornamento/decoração/adorno/artefato
odontólogo	médico
náusea	sintoma
neve	precipitação/precipitação_atmosférica
nevada	precipitação/precipitação_atmosférica
nebulosa	acúmulo/aglomeração/colecção/coleção
nata	lacticínio/produto_lácteo/laticínio
nadar	viajar/ir/caminhar/andar/viajar/ir/caminhar/andar
mostruário	recipiente/contentor/contêiner
morder	perfurar/furar/agarrar/segurar
monumentos	estrutura/tecido/edifício
mercador	empresário
maçã	fruta
matador	indivíduo/pessoa/alguém/ser_humano/alma
masmorra	quarto/aposento/sala
marcador	número
maltratar	tratar
maiúscula	grafema/letra
loba	cão/canídeo
lesionar	doer/ferir/aleijar/machucar
legume	hortifruti/hortifruto
lanígero	pano/tecido/fazenda/têxteis/tecido_têxtil
jerimum	legume/hortaliça/vegetal/verdura
intercorrência	decisão/tomada_de_decisão
injuriar	encolerizar/enraivecer/irar/zangar
infectar	causar/provocar/dar
indigência	miséria/pobreza/pobreza/empobrecimento
hospedaria	hotel
hortaliça	hortifruti/hortifruto
gruta	formação/formação_geológica
gradação	posição/hierarquia/classe/posto
gemer	soltar/emitir
garoa	chuva
gangorra	instrumentos_de_medida/instrumentos_de_medição/metro/instrumento_de_medida
galáxia	acúmulo/aglomeração/colecção/coleção
galho	caule/tronco/caule/tronco
gafe	bobagem/gafe/fiasco
fura-greve	trabalhador/trabalhador
frontispício	frente
fronte	fenômeno_atmosférico
fretamento	documento/documentação
frasco	vaso/vasilha/vasilhame
folhagem	órgão_vegetal/órgão
fim-de-semana	tempo/etapa/período
figo	fruta
ferver	alterar/mudar
feitiço	idioma
fada	ser_sobrenatural/espirito
experto	especialista
expert	especialista
estressar	afetar/afectar
estirpe	táxon/taxón/taxon/taxon
esticar	deslocar/mexer/mover
estandarte	emblema/naipe
estacada	barreira/obstáculo
esquife	caixa
escusar	desculpar/perdoar
escudeiro	folhas/folha
escrava	indivíduo/pessoa/alguém/ser_humano/alma
escorregar	deslizar/passar_gradativamente_a/escorregar/viajar/ir/caminhar/andar/viajar/ir/caminhar/andar
escorraçar	expulsar
envolvente	região_geográfica/região/área_geográfica
envelhecer	desenvolver/progredir
engravidar	virar/mudar/tornar
engenhar	planejar
enfiar	fechar_(se)
encharcar	completar/encher
encantamento	idioma
embrulho	acúmulo/aglomeração/colecção/coleção
embrulhar	cobrir/tampar
eleitores	grupo/comunidade
elegância	elegância
dádiva	aquisição
domar	adequar/ajustar/adaptar
disparate	mensagem/assunto/tópico/conteúdo
deusa	ser_sobrenatural/espirito
detrito	resíduo/resíduo_sólido/lixo
destratar	tratar
deslizar	deslizar/passar_gradativamente_a/escorregar/viajar/ir/caminhar/andar/viajar/ir/caminhar/andar
defunto	morto/cadáver/defunto/corpo/restos_mortais/objeto_natural/objeto_natural
cúmulo	acúmulo/aglomeração/colecção/coleção
crónica	registro
critica	ato/ação/feito/acção
crista	formação/formação_geológica
cozinheiro	trabalhador_especializado
coxa	perna/membro
costela	osso
convalescer	melhorar
contagiar	causar/provocar/dar
contacto	comunicado/comunicação/uma_comunicação
constituintes	grupo/comunidade
consternação	consternação/temor/medo/terror/emoção/comoção/abalo/sentimento
conjeturar	imaginar
conductor	manipulador/operador
concertos	atuação
compartimento	quarto/aposento/sala
comover	parecer/impressionar/comover/afetar
cobaia	indivíduo/pessoa/alguém/ser_humano/alma
clicar	soar/ressoar/fazer
cinzas	residuo
cine	meios_de_comunicação/mídia/teatro/casa
chuvisco	chuva
chofer	manipulador/operador
charco	massa_de_água/água/corpo_de_água
chalé	edifício_residencial/habitação/casa/vivenda
ceia	repasto/refeição
cebola	caule/tronco
caveira	osso
catarata	massa_de_água/água/corpo_de_água
cataclismo	azar/má_sorte/infortúnio
casco	chapéu
cascata	massa_de_água/água/corpo_de_água
cascalho	pedra/rocha
carpir	soltar/emitir
caprichoso	anseio/apetite/pretensão/desejo
cantador	músico/instrumentista/instrumentalista/tocador
camundongo	roedor
calada	propriedades_acústicas
cachorra	cão/canídeo
cabra	bovídeos
brisa	vento
brilhar	irradiar/radiar/iluminar-se/iluminar
bramir	soltar/emitir
boutique	shopping/centros_comerciais/shopping_center
borrasca	fenômeno_atmosférico
bombas	aparelho_mecânico
bife	corte_de_carne/corte/vianda/carne
besteira	mensagem/assunto/tópico/conteúdo
besta	ser/organismo
berrar	soltar/emitir/soltar/emitir/proferir/falar/dizer/verbalizar/conversar/berrar/gritar
banquinho	assento/cadeira
banheiro	quarto/aposento/sala
baldeação	transporte/transferência
avaria	desastre/alteração/mudança/variação/modificação
atratividade	qualidade
atraiçoar	iludir/lograr/enganar
asserção	atos_da_fala/acto_de_fala/declaração/asserção/afirmação/declaração
assentir	transmitir/comunicar
assar	construir/confeccionar/fabricar
ascenção	mudança
arrumar	organizar
arremessar	deslocar/mexer/mover/lançar/atirar/jogar
arrematação	venda
arquitecto	criativo/creador/criador
armário	mobiliário/alfaia/movéis/móvel/mobília
apoteose	exemplo/modelo
antecâmara	quarto/aposento/sala
amputar	tirar/remover/retirar
amplidão	grandeza/número/magnitude
amargura	mágoa/pesar/tristeza/desgosto/dor
aguentar	sobreviver/aguentar/lidar/virar-se/fazer/agir/atuar/deixar/permitir/consentir
agachar	torcer/dobrar/curvar/vergar/sentar/sentar-se/estar_sentado
afiliação	ligação/relação
adorno	artefato
adjudicar	resolver/decidir
acovardar	torcer/dobrar/curvar/vergar
abóbora	legume/hortaliça/vegetal/verdura
abortamento	terminação/termino/conclusão
