meloeiro	fruta
esmerilar	deteriorar
condicional	emancipação
panfleto	livro/publicidade/propaganda/reclamo/reclame/anúncio
Homo_habilis	homem
compartimento	sala/aposento/câmara/quarto
eloquência	estilo/língua/discurso/linguagem
eliminação	acção/ação/ato/feito/separação/remoção
índigo	corante/tintura/cor
repulsa	abominação/asco/náusea/repugnância/nojo/aversão/ódio
cereja	ginja/fruta/vermelhidão/vermelho/rubro/escarlate/encarnado
Esteiro	córrego
pincel	brocha/escova/cotonete/implemento/instrumento/ferramenta
braçada	locomoção
falsificação	delito/ofensa/reprodução/cópia/contrafação/crime/transgressão
gaseificar	mudar
cover	gravação
censura	exclusão
amansar	alterar/mudar/modificar
radiofrequência	frequência
ribeira	córrego
tratadista	autor/escritor
pelagem	Pêlo/pêlo/cabelo
facilitador	servente/ajudante/servidor/assistente/adjunto/criado
denegrir	minimizar/insultar/incriminar/acusar/injuriar
cetonúria	sintoma
eslavo	alma/indivíduo/alguém/pessoa
bebê	filha/criança/menino/filho
embreagem	acoplamento
beatificar	declarar/julgar
valsar	dançar
proferir	transmitir/comunicar
lassidão	debilidade
rachadura	fenda/buraco/racha/fissura/fresta/greta
instrutor	pedagogo/educador
mato	região
nacionalidade	status/posição/classe/condição/estado
festividade	período/efeméride/feriado/etapa/tempo/diversão
galope	andar
dístico	descrição
lembrar	legar/associar/informar/pensar/entregar/dar/relacionar/conectar
cola	cimento/refrigerante/refresco/soda
lince	gato-bravo
cavalgada	romaria/procissão
engomar	enrijecer/endurecer
espondilite	inflamação
teofania	manifestação
Gravura	arte
estereofonia	reprodutor
observador	espectador/alma/indivíduo/alguém/pessoa
segurador	intermediário/corretor
anfitriã	anfitrião/hospedeiro
revista	produção/imprensa/jornalismo/jornal/periódico/produto/publicação/edição
serializar	arranjar/dispor
destro	alma/indivíduo/alguém/pessoa
cambalear	vibrar
alteração	ocorrência/evento/acontecimento/mudança
serenidade	paz/calma/equanimidade/quietude/silêncio
termodinâmica	Fisica/Física/física
buscador	alma/indivíduo/alguém/pessoa
guardar	conter/conferir/checar/defender/proteger/ter/segurar/manter/reter
catequese	ensino/educação/pedagogia
instante	minuto/segundo/volume/medida/número/quantidade/quantia/magnitude/tempo/época/período/momento/era
enrolar	mudar/pronunciar/formar/enganar/deformar/atrasar/adiar/apresentar/falar/dizer/alterar/estar/ser/girar
adenocarcinoma	carcinoma
AVC	ataque
contrabandear	importar/exportar
serraria	usina/fábrica
monção	chuva/vento
bravura	sentimento/emoção/impressão
zigoto	célula
cátedra	tablado
charia	lei/jurisprudência
exceção	omissão/exemplo/objeção
gratinar	cozinhar
bajular	manipular/louvar/elogiar/controlar/adular/gabar
cefaléia	dor
empada	pastel
deterioração	diminuição/declínio/atividade
ausentar-se	partir/deixar/sair
tema	melodia/assunto/opinião/matéria/tópico/toada/ideia/conceito/pensamento/idéia
avental	vestido
habitabilidade	adequação/idoneidade
cidadão	alma/indivíduo/alguém/pessoa
posicionar	selecionar/colocar/botar/carregar/pôr/escolher
Lei_de_Murphy	gnomo
pólen	esporo
receber	divertir/aceitar/ver/experimentar/cumprimentar/achar/considerar/saudar/adquirir/obter/comprar/atingir/entreter/mudar/alterar/ter/experienciar
credibilidade	qualidade
constituir	empreender/representar/iniciar
ancião	adulto
poliuretano	polímero
ajustar	adequar/decidir/compatibilizar/reconciliar/conciliar/harmonizar/variar/adaptar/corrigir/acertar/resolver/concluir/alterar/mudar/modificar
povoar	preencher/estar/completar/encher
Zen	budismo
saxofone	tocador/instrumentista/instrumentalista/músico
fraqueza	impotência
armação	tripé
desfrutar	utilizar/gostar/usar/empregar
grelhado	cozinha/culinária/preparação
moderar	enfraquecer/alterar/desacelerar/suprimir/inibir/mudar/modificar
sul-africano	africano
sicário	homicida/assassino
abolicionista	cruzado/reformador
Concerto	Música_Erudita/Música_Clássica
instaurar	provocar/criar/realizar/construir/causar
ocidentalização	assimilação
impulsão	força/acção/ação/ato/feito/propulsão
incompreensibilidade	qualidade
Física_de_Partículas	Fisica/Física/física
zombar	sacanear/tratar/ironizar/menosprezar
apuro	dificuldade/problema
palma	árvore
esquizofrenia	psicose
aerodinâmica	Mecânica/mecânica
conduzir	alterar/atrair/salvar/operar/deslocar/transportar/tirar/levar/agir/executar/atuar/trazer/controlar/portar/reger/debater-se/lutar/brigar/mover/defender/salvaguardar/guardar/mudar/modificar/fazer/desempenhar/apresentar/carregar/canalizar/guiar/dirigir/lidar/governar
desvirginar	copular/acasalar
agourento	desafortunado/desventurado
perna	apoio/calça/Anatomia/suporte/encosto/membro
abreviar	resumir/encolher/reduzir/diminuir/condensar/encurtar
incivilizado	primata
depurar	purificar/apurar/destilar/sublimar
continuidade	durabilidade/coesão/ligação/coerência/período/etapa/tempo
contratar	delegar/assalariar/empregar/prometer
coabitar	habitar/morar/viver/povoar
aproximação	cálculo
recrutamento	feito/conquista/consumação/façanha/realização
carburante	substância
indignidade	insulto/injúria/afronta/ofensa
papoila	papoula/flor/dormideira
verba	ideia/plano/intenção/projecto/programa/programação/traçado/projeto/concepção
paroxismo	ataque
implementação	acção/ação/ato/feito
caiar	cobrir/esconder/tampar/encobrir
massagem	tratamento
alvejar	colorir/descolorir
remake	criação
permear	perfurar/penetrar
confessar	reconhecer/admitir/declarar/julgar
rigor	dificuldade/exatidão/credibilidade/qualidade/precisão/exactidão
sucessor	descendência/substituto/igual/descendente/filho/par
origem	fonte/ascendência/herança/instalação/infra-estrutura/serviço/princípio/início/começo/procedência/nascente/manancial/raiz
corcunda	coxo
calor	febre/temperatura/Temperatura/energia
anacoreta	eremita
andarilho	calçado/sapato
estufa	viveiro/plantel/prédio/edifício
flexionar	amenizar/contrair-se/encolher/contrair/murchar
lentidão	passo/ritmo
preponderar	comandar/dominar/predominar/mandar/reinar
pisotear	lesionar/ir/lesar/machucar/ferir/caminhar/andar
queixo	Anatomia/traço
caderno	livro
interação	ação/ato/atividade
respigar	coletar/reunir/coligir/recolher/juntar
amortalhar	cobrir/embrulhar/embalar
Plano	formato/forma
canela	casca/Anatomia/especiaria/condimento/tempero
tiritar	estremecer/agitar/sacudir/tremer
dedução	raciocínio/argumentação/inferência
consolidar-se	unir/unificar/fundir-se/intercalar
açucareiro	prato/louça
melancolia	depressão/tristeza/pesar
rosar	colorir/descolorir
amolar	incomodar/desgostar/desagradar/alterar/mudar/modificar/crucificar/retalhar
respiração	metabolismo/expiração/ar
coexistir	existir/ser
resfriar	tornar/mudar/modificar/revoltar-se/revoltar/alterar
conotação	sentido/significado/intenção
invocação	realização/Magia/ilusionismo/magia/mágica/execução/implementação
pestana	cabelo/pêlo/Pêlo
á	letra/caractér/carácter
Sublime_Porta	Cortes/corte/palácio
sueco	europeu
solecismo	bobagem/gafe/fiasco
melancia	meloeiro/melão
actriz	intérprete/artista/actor/ator
flip-flop	circuito
sobre-aquecimento	aquecimento/esquentamento
importância	significado/magnitude/preço/significação/qualidade
impotência	qualidade
atrito	decréscimo/conflito/abatimento/confronto/recontro
pose	certeza/segurança
entranhar	levar
ensurdecer	suavizar/enfraquecer
sobrancelha	Pêlo/pêlo/cabelo
osga	escamado/lagarto/lagartixa/Lagartos
contraponto	polifonia
descontinuação	conclusão
Fauna	montão/colecção/ruma/chusma/coleção/grupo/aglomeração
minimizar	informar/reduzir/diminuir/criticar
hepatomegalia	anormalidade
nacionalizar	alterar/mudar/modificar
animal	criatura/organismo/ser
lauda	folha
recipiente	garrafa/continente/contentor/caixa/jarro/vaso/vasilha
substituto	fato/dobro/agente/acontecimento/evento/servente/ajudante/servidor/assistente/adjunto/criado/equivalente
reduplicar	replicar
honra	honestidade/justiça
hippie	cruzado/reformador
derramamento	líquido
apropriar-se	usurpar/esbulhar
tirar	adoptar/cerrar/tomar/deslocar/mover/fechar/remover/puxar/arredar/retirar/levar/carregar/transportar
prussiano	alemão/alemã
perseguir	querer/desejar/ansiar/procurar/tentar/andar/ir/caminhar/viajar
câmbio	tarifa
charanga	melodia/toada
desafiante	contendor
esposo	marido/parente/cara-metade/cônjuge/consorte/colega/homem/esposa
excelência	qualidade/característica
Bíblia	Vademecum/manual/Livro_Sagrado
coroar	encabeçar/cobrir/tampar
flutuar	andar/mostrar/tornar/apresentar/ir/caminhar/viajar/revoltar-se/revoltar
perpendicular	recta
fofoca	bate-papo/conversa/bisbilhotice/conversação/relato/relatório
cabotagem	Navegação/navegação
bem-estar	sucesso/prosperidade
chegar	acercar/posicionar-se/realizar/refletir/pensar/obter/atingir/efetuar/efectuar/avizinhar/vir
talhar	funcionar/dividir/cortar/operar
cogitar	refletir/pensar/contemplar
destruição	condição/conclusão/fim/resultado/chegada/estado/situação
detido	refém/preso/cativo/prisioneiro
perseguidor	alma/indivíduo/alguém/pessoa/turista/viajante
Hélice	curva/arco
falência	insolvência
pregador	clérigo/sacerdote/pároco/pastor
ressoar	fazer/soar
sombrear	pintar/pincelar/desenhar
romanizar	transliterar
lisonja	elogio/vénia
tribunal	quarto/câmara/aposento/sala/assembléia
culturista	alma/indivíduo/alguém/pessoa
refulgir	estar/ser
imputar	balizar/julgar/avaliar
brita	rocha/pedra
comunicado	acção/ação/ato/feito
John_Bull	inglês/Inglês
AA	ONG
Panzer	tanque
colaborador	associado
avistar	perceber/aperceber/entender/aperceber-se
meirinho	serventuário/funcionário
ratazana	rato/roedor
álibi	justificação
broncopneumonia	pneumonia
antropofagia	canibalismo/hábito/costume
ventre	Anatomia
xogum	japonês/autocrata/ditador
oficializar	declarar/julgar
dinamitar	provocar/criar/realizar/construir/causar
abelha	bê/vespa
companheiro	camarada/amigo/conhecido/amiga/amizade
documentação	verificação
tosar	aparar/podar/cortar
afastamento	apatia/indiferença
Igreja_Adventista_do_Sétimo_Dia	Adventistas
penne	massa
miocardiopatia	cardiopatia
termo	descrição/verbo/constituinte/declaração/palavra/vocábulo
tiramisu	sobremesa
suborno	crime/pagamento/recompensa
painel	tabuleiro/placa/chapa/lousa/edifício/tecido/estrutura
vaguear	andar/ir/caminhar/viajar
tornar-se	transformar/transmutar/mudar/alterar
vitral	vidro/janela
ortodontia	odontologia
cataclismo	acidente/azar/infortúnio
término	conclusão/momento/instante/fim/cabo
fitar	ver/olhar/observar/mirar
reintegrar	pagar
estanho	metal/Metais
durabilidade	permanência
diacronia	linguística
neurocirurgião	cirurgião
intensificação	melhoramento
Propaganda	informação
raridade	escassez/objeto
colidir	atingir/tocar/bater
zoólogo	biologista/biólogo
ultrapassar	derrotar/bater/vencer/superar
enrubescer	colorir/descolorir
latino-americano	americano
lapso	interrupção/suspensão/pausa
anzol	gancho
acusação	alegação/asserção/denúncia/arguição
nabo	Nabo
palácio	mansão/governo/regime/solar
esportivo	atleta
SPL	pressão
assumir	antecipar/mudar/alterar
furto	saque/pilhagem/crime
homepage	página
tábua	madeira/placa/chapa/lousa
ribanceira	formação
degolar	matar
ave	vianda/carne/vertebrado
proclamar	asseverar/declarar/sustentar/manter/verbalizar/falar/dizer/conversar/proferir
cachorra	cão/canídeo
aterrorizar	compelir/impressionar/obrigar/forçar/comover/intimidar/amedrontar/atemorizar/assustar
recém-casado	marido/cônjuge/esposo/consorte/colega/homem/esposa
compactação	pressão/compressão
aleitar	alimentar
intimar	proibir/pedir/requerer/requisitar/vetar/proscrever
estatizar	alterar/mudar/modificar
almíscar	cheiro
QI	proporção/razão/Taxa
batik	pano/fazenda/tecido
aspirar	inspirar/planejar/inalar
abafador	cobertura/capa
deliberar	discutir
linfócito	leucócito
ascendência	número/herança
caracol	gastrópodes/tubo
povoação	colonização
populismo	doutrina/filosofia
vergel	jardim/horto
celulite	inflamação
hoje	dia/actualidade/tempo
testar	comprovar
enamorar	cair
assembléia	legislatura/reunião
pimenta	condimento/tempero
obstaculizar	proibir/impossibilitar/impedir/estorvar/evitar/obstar
arruinar	empobrecer/fracassar/destroçar/falhar/malograr/destruir/estraçalhar/detonar
roteiro	pressuposto
locução	idioma
espancar	tocar/bater/manusear
cómoda	alfaia/mobiliário/movéis/mobília/móvel
variante	variável/variedade/tipo/género/classe/espécie
entregar	transmitir/pegar/trazer/oferecer/regalar/ceder/passar/transferir/dar
tabelião	serventuário/funcionário
hematoma	inchaço/traumatismo/lesão/mal/dano
Império	maçã
diagrama	pintura/figura/desenho/imagem/ilustração
fotógrafo	artista
aberração	anormalidade
rouquidão	aspereza
anti-hipertensivo	remédio/medicamento
tweed	pano/fazenda/tecido
bibliógrafo	acadêmico/estudioso/erudito/especialista
galês	europeu
paralelismo	semelhança
floculação	atividade
plataforma	molhe/ancoradouro/tablado
páramo	planície/campanha
finalizar	alterar/mudar/modificar/terminar/estar/ser/encerrar/concluir
negro	mulher/alma/indivíduo/alguém/pessoa/negra
radiação	emanação
Titânia	fada
cornija	projeção
fonógrafo	maquinaria/máquina
guinchar	piar/chilrear/trinar/gorjear
injunção	interdição/proibição
poliamida	polímero
Nascente	formação
pressão	urgência/impulso/sensação/poder/força/robustez/vigor/impulsão/empurrão
lama	matéria/Solo/solo/terra/substância/clérigo/padre/sacerdote
naturalização	adoção/adopção
falsificar	virar/recriar/trapacear/tapear/inverter/reverter
brinco	joalharia/jóia
vendaval	vento/intempérie/tempestade/tormenta/borrasca
desvio	atividade/caminho/estrada/rodovia/via
laboratório	região/trabalho/oficina/emprego
temporizar	extender/prolongar
aeronave	navio
m	letra/caractér/carácter
lonjura	distância/Distância
monitorização	observação/observância/vislumbre
creche	puericultura
aplacar	suprir/tranquilizar/acalmar/silenciar/satifazer/satisfazer
quintuplicar	multiplicar
quinta	classe/casa/hierarquia/posição/posto/trabalho/laboratório/oficina/emprego/habitação/vivenda
desconsiderar	tratar/rejeitar
acadêmico	pedagogo/alma/indivíduo/alguém/pessoa/intelectual/intelecto/educador
dente-de-leão	erva/maconha
caturra	papagaio
convergência	ocorrência/ligação/série/evento/acontecimento
predicado	abstração
fidelidade	exactidão/lealdade/qualidade/exatidão/correção/rigor/precisão
cair	vir/desgrudar/morrer/acreditar/alterar/fracassar/diminuir/minguar/ocorrer/passar/suceder/acontecer/mudar/modificar/perecer/falecer/inclinar/falhar/malograr/estar/ser/andar/separar/descolar/crer/tornar/revoltar-se/revoltar/baixar/descer/ir/caminhar/viajar
Caribdis	voragem/vórtice/furacão/tufão/redemoinho/funil/espiral/sorvedouro/turbilhão
pegada	toque/marca/contato
batch	execução
joelho	anca/coxa/articulação
Igreja_Anglicana	protestantismo
altruísta	patrocinador/doador
velocista	chofer/condutor/motorista/conductor
laissez-passer	consentimento/consenso/autorização/aprovação/sanção
eslovena	europeu
aceleração	mudança/velocidade/ritmo/deslocamento/movimento/traslado/alteração/variação/modificação
preconceito	intolerância/parcialidade/partidarismo
escárnio	aversão
restaurante	prédio/edifício
rábano	rabanete/raíz/raiz
chuteira	calçado/sapato
hiperplasia	displasia
arrecadador	burocrata
alma	espírito/causador/criatura/organismo/ser/animação
patrono	comprador/cliente/consumidor/freguês/Santos/santo/guardião/tutor/defensor/guarda
parecer	resultado/resposta/estar/ser
banalidade	comentário/observação
traição	ofensa/desonestidade/trapaceiro/crime/deslealdade
penalidade	perda
Ambrósia	guloseima
desaprender	esquecer/descartar/enterrar
silte	Solo/solo/terra
viscosidade	consistência/atributo
lingüista	cientista
sinuosidade	curva/arco
nonagésimo	classe/hierarquia/posição/posto
istmo	terra/chão/solo/relevo
ziguezaguear	andar/ir/caminhar/viajar
chantagista	criminoso
forçar	confinar/atuar/deslocar/mover/agir/fazer/induzir/obrigar/introduzir/inserir/constranger/compelir
máfia	camarilha
inchaço	inchamento/traumatismo/lesão/mal/dano
retraçar	retornar/supor/teorizar/regressar/devolver
lástima	infortúnio/azar/acidente
