meloeiro	fruta
honra	honestidade/justiça
hippie	reformador
derramamento	líquido
apropriar-se	usurpar/esbulhar
tirar	adoptar/cerrar/tomar/deslocar/mover/fechar/remover/puxar/arredar/carregar/transportar
prussiano	alemão
perseguir	querer/desejar/ansiar/andar/caminhar/viajar
câmbio	tarifa
charanga	melodia/toada
desafiante	contendor
Econometria	economia
esposo	marido/parente/cara-metade/cônjuge/consorte/homem
excelência	qualidade/característica
Bíblia	Vade-mécum/Vademecum/manual/Livro_sagrado/Livro_Sagrado
coroar	encabeçar/cobrir/tampar
flutuar	andar/tornar/apresentar/caminhar/viajar/revoltar-se/revoltar
perpendicular	recta
fofoca	bate-papo/conversa/bisbilhotice/conversação/relato/relatório
bem-estar	sucesso/prosperidade
chegar	acercar/posicionar-se/refletir/pensar/atingir/efetuar/efectuar/avizinhar
talhar	funcionar/dividir/operar
cogitar	refletir/pensar
perseguidor	ser_humano/alguém/turista/viajante
Polinômio	função
Hélice	curva/arco
pregador	clérigo/sacerdote/pároco/pastor
ressoar	soar
sombrear	pintar/pincelar/desenhar
romanizar	transliterar
lisonja	vénia
tribunal	quarto/tribunal_de_justiça/aposento/sala/assembléia/assembleia
culturista	ser_humano/alguém
refulgir	estar/ser
imputar	balizar/julgar/avaliar
brita	pedra
comunicado	acção/ação
AA	ONG
avistar	perceber/aperceber/aperceber-se
meirinho	serventuário/funcionário
Abotoadura	joalharia/Joalheria
ratazana	rato/roedor
antropofagia	hábito/costume
xogum	autocrata
oficializar	declarar/julgar
dinamitar	provocar/criar/construir/causar
abelha	bê/himenópteros/vespa
companheiro	camarada/amigo/conhecido/amiga
documentação	verificação/documentos
Pequena_nuvem_de_magalhães	Nuvens_de_magalhães/Nuvens_de_Magalhães
tosar	aparar/podar
Alopécia	alopécia
Igreja_Adventista_do_Sétimo_Dia	Adventistas
centro_comercial	shopping/shopping_center/centros_comerciais
miocardiopatia	cardiopatia/Cardiopatia
tiramisu	sobremesa
suborno	crime/pagamento/recompensa
painel	tabuleiro/placa/chapa/lousa/edifício/tecido
vaguear	andar/caminhar/viajar
cataclismo	acidente/azar/má_sorte/infortúnio
término	conclusão/momento/instante/fim/cabo
fitar	ver/olhar/mirar
reintegrar	pagar
estanho	metal/Metais/metais
durabilidade	permanência
diacronia	linguística
intensificação	melhoramento
raridade	escassez/objeto
colidir	atingir/tocar/bater
zoólogo	biologista/biólogo
ultrapassar	derrotar/bater/vencer/superar
enrubescer	colorir/descolorir
lapso	interrupção/suspensão
anzol	gancho
acusação	alegação/asserção/denúncia/arguição
nabo	Nabo
palácio	mansão/governo/regime
SPL	pressão
assumir	antecipar/mudar/alterar
Soluto	solução/mistura
Prion	partícula
homepage	página
tábua	madeira/placa/chapa/lousa
ribanceira	formação
degolar	matar
ave	vianda/carne/vertebrado
proclamar	asseverar/declarar/manter/verbalizar/falar/dizer/conversar/proferir
cachorra	cão/canídeo
aterrorizar	compelir/impressionar/obrigar/forçar/comover/intimidar/amedrontar/atemorizar/assustar
lua_nova	fase
recém-casado	marido/cônjuge/esposo/consorte/homem
compactação	pressão/compressão
aleitar	alimentar
intimar	pedir/requerer/requisitar/proscrever
estatizar	alterar/mudar/modificar
almíscar	cheiro
QI	proporção/Taxa
batik	pano/têxteis/fazenda/tecido
aspirar	inspirar/planejar/inalar
deliberar	discutir
povoação	colonização
Tweeter	Altifalante/altifalante/alto-falante
populismo	doutrina/filosofia
vergel	jardim/horto
celulite	inflamação
hoje	dia/tempo
assembléia	legislatura/reunião
pimenta	condimento/tempero
Império_Inca	Quíchua
obstaculizar	impossibilitar/impedir/estorvar/evitar/obstar
arruinar	empobrecer/fracassar/destroçar/malograr/destruir/estraçalhar/detonar
locução	idioma
espancar	tocar/bater/manusear
cómoda	mobiliário/movéis/mobília/móvel
variante	tipo/género/classe
entregar	transmitir/trazer/oferecer/regalar/ceder/passar/transferir
tabelião	serventuário/funcionário
Império	maçã
diagrama	pintura/figura/desenho/ilustração
aberração	anormalidade
rouquidão	aspereza
anti-hipertensivo	remédio/medicamento/produtos_farmacêuticos
tweed	pano/têxteis/fazenda/tecido
bibliógrafo	acadêmico/estudioso/erudito
floculação	atividade
páramo	planície/campanha
finalizar	alterar/mudar/modificar/terminar/estar/ser/encerrar/concluir
negro	mulher/ser_humano/alguém/negra
radiação	emanação
thread	materiais
fonógrafo	maquinaria/máquina
guinchar	piar/chilrear/trinar/gorjear
injunção	interdição/proibição
ouverture	música
poliamida	polímero
Nascente	formação
pressão	urgência/impulso/poder/robustez/vigor/impulsão/empurrão
Grão-duque	príncipe/Príncipe
lama	matéria/terra/substância/clérigo/padre/sacerdote
bilhete_de_identidade	crachá/distintivo/tarja
naturalização	adoção/adopção
falsificar	virar/recriar/trapacear/tapear/reverter
promotor_de_justiça	advogada/advogado/jurista/serventuário/funcionário
vendaval	vento/intempérie/tempestade/tormenta/borrasca
laboratório	região/trabalho/regiões/locais_de_trabalho/oficina/emprego
temporizar	extender/prolongar
m	caractér/carácter
lonjura	distância/Distância
creche	puericultura
aplacar	suprir/acalmar/silenciar/satifazer
quintuplicar	multiplicar
quinta	classe/casa/hierarquia/posição/posto/trabalho/laboratório/locais_de_trabalho/oficina/emprego/habitação
desconsiderar	rejeitar
acadêmico	ser_humano/alguém/intelecto/educador
dente-de-leão	maconha
caturra	papagaio
convergência	ocorrência/ligação/série/acontecimento
Alcachofra	legume/hortaliça
predicado	abstração
Caribdis	voragem/vórtice/furacão/redemoinho/sorvedouro
pegada	marca/contato
Igreja_Anglicana	Protestantismo/protestantismo
velocista	chofer/conductor
sistema_nervoso_central	sistema
Termodinâmica	Fisica/Física/física
eslovena	europeu
escárnio	aversão
rábano	rabanete/raizes/raíz/raiz
chuteira	calçado
hiperplasia	displasia/Displasia
arrecadador	burocrata
Instrução	código
Diurético	sonífero/produtos_farmacêuticos/medicamento/narcótico/entorpecente/remédio/droga
patrono	comprador/cliente/consumidor/freguês/Santos/santa/santo/tutor/guarda
parecer	estar/ser
banalidade	comentário/observação
traição	ofensa/desonestidade/trapaceiro/crime/deslealdade
penalidade	perda
desaprender	esquecer/descartar
silte	terra
viscosidade	atributo
lingüista	cientista
sinuosidade	curva/arco
nonagésimo	classe/hierarquia/posição/posto
istmo	terra/chão/relevo/terra_firme
ziguezaguear	andar/caminhar/viajar
chantagista	criminoso
forçar	confinar/atuar/deslocar/mover/agir/induzir/obrigar/introduzir/inserir/constranger/compelir
máfia	camarilha
inchaço	inchamento/traumatismo/lesão/dano
retraçar	retornar/supor/teorizar/regressar/devolver
lástima	infortúnio/má_sorte/azar/acidente
habituar	alterar/mudar/modificar
moeda	dinheiro/prata/sistema_monetário
isentar	liberar/dispensar
expansão	melhoramento
mocinha	fêmea/mulher
cevada	cereais
privação	miséria/pobreza/empobrecimento/Pobreza
predispor	dispor/inclinar/influenciar/moldar/determinar
concorrente	alguém/ser_humano/contendor
paelha	prato
represar	tapar/entupir/trancar/obstruir/barrar
chefe_de_Estado	representante
inimizade	condição/estado/situação/aversão
Carimbo	marca
forças_navais	serviço_militar
lobo	cão/canídeo
dissentir	diferir/discordar
cores	pendão/Bandeira/bandeira/pavilhão/estandarte
ânfora	vasilha/garrafa
espessar	mudar
inibir	reter/suprimir/restringir/impedir/entravar/evitar/atrapalhar/estorvar/limitar/conter
penduricalho	decoração/ornamento
código-máquina	código
industrializar	alterar/mudar/modificar
clarificação	melhoramento/melhoria
argentar	banhar/laminar
culpa	remorso/delinquência/reprimenda/estado/Estado/situação/condição
termos	status/posição/classe/condição/estado
casualidade	Morfologia/morfologia
trema	reflexo
manipulação	contato
concreto	materiais_de_construção/Materiais_de_construção
rato	roedor
curetagem	cirurgia/operação
emulador	ser_humano/alguém
magnetismo	geofísica/atração/Geofísica
Etnocentrismo	parcialidade/partidarismo
estrela	astro/natureza
mudança	ocorrência/acontecimento/conexão/ação/atividade/fim/alteração/variação/modificação/transmutação
soldagem	ligação
peleja	luta/conflito
gênero	tipo/género/classe
coagulação	atividade
Audiometria	medida/mensuração/medição
abusador	culpado
encurralar	governar/dirigir/canalizar
Baleia_branca	boto/golfinho
biberão	vasilhame/vasilha/vaso
gravitação	atração
conter	estar/mover/limitar/refrear/negar/suprimir/inibir/ser/incluir/abarcar
desinfectar	assear/limpar/purgar
filovírus	classe/família
Aluguel	transação
climax	momento/segundo/instante
doar	pagar/entregar/oferecer/regalar
linfadenopatia	doença/patologia
luso	europeu
chamariz	tentação
fisionomia	cara/face
moralidade	intenção/motivação/qualidade
ninja	mercenário/estrato/classe
quantum	medida/quantidade/quantia/magnitude
latido	ruído
barman	assalariado/empregado/operário
escolho	cume/aresta
quina	ambiente/região/território
finta	manobra
silvo	ruído
assorear	entupir
facturação	solicitação/requerimento/petição/requisição/pedido/apelo
antecedente	referente
facturas	extrato
comunicação_social	transmissão
reflexão	Ícone/desenho/figura/ilustração/ícone/comentário/observação/consideração/demonstração/similitude/semelhança
pacificador	conciliador/intercessor/mediador
vacum	bovinos
cameraman	fotógrafa
Gás_de_petróleo_liquefeito	hidrocarboneto
concubina	chefa
caluniar	incriminar/acusar
décimo-primeiro	classe/hierarquia/posição/posto
diplomata	intercessor/serventuário/funcionário/mediador
mulo	ungulados/equídeo
afronta	desfeita/ofensa/injúria
cooperação	colaboração/hábito/costume
obscenidade	profanação/Palavrão/pulha
inspector	polícia/investigador/agente/guarda
personificação	metáfora/ser_humano/alguém/representação/atuação
discórdia	bagunça/luta/conflito/batalha/desordem/discordância/discrepância
abordar	oferecer/discutir
Tránsito	montão/colecção/ruma/chusma/coleção/grupo/aglomeração
bebé	filha/criança/menino/filho
puritano	asceta
siso	molar
uretra	canal
gabar-se	emitir/soltar
interagir	atuar/agir
zelar	acorrer/socorrer/ajudar
sector	faceta
geografia_económica	geografia
sorrir	expressar
avaliação	juízo/Classificação/classificação/categorização/valorização/apreciação/julgamento
casar-se	unificar/reunir
TGV	transporte_público/Transportes_públicos/transportes_públicos
Bushido	código
defecar	expelir
sorgo	garrafada/xarope/calda
divertir-se	desfrutar/gozar
metrônomo	pêndulo
mexer	sensibilizar/alterar/mudar/modificar/mover/deslocar
automobilismo	carreira/corrida
cantar	sugerir/emitir/propor/verbalizar/falar/dizer/conversar/proferir/soltar
almoçar	comer
desculpar	justificar/vindicar/conceder/perdoar
carro-bomba	Bombas
escultura	montão/colecção/ruma/chusma/coleção/grupo/aglomeração/artes_plásticas/arte/belas_artes
oculista	louvado/perito/expert/experto
Zona_Desmilitarizada	área/zona
barricada	obstáculo/barreira
esmaltar	ornar/decorar/adornar/ornamentar/embelezar/enfeitar
Gringo	estrangeiro/estrangeira
implicar	expressar
ferido	povo
saneamento	previdência/limpeza
histerectomia	ablação/extirpação
civilizar	alterar/polir/refinar/lustrar/mudar/modificar
saguaro	cacto/cactus
depredação	demolição/desolação
fibras	célula/pano/materiais/têxteis/fazenda/tecido
recrutar	empregar/engajar/registrar
lazer	repouso/férias
devedora	ser_humano/alguém
carpideira	desventurado
acontecer	ocorrer/transmutar/transformar-se/virar/transformar/mudar/alterar/passar/suceder
semblante	qualidade
truque	apresentação/manobra
sulcar	andar/dividir/caminhar/viajar
gujarate	sânscrito
metadona	narcótico
restabelecer	alterar/mudar/modificar
deslocamento	translação/mudança/movimento/traslado
prisão	punição/casa_de_detenção/penalidade/castigo/penalização/penalty/penálti/cárcere/xadrez/cadeia/Prisão
esclarecimento	educação/instrução
centro_médico	jazida
cristalizar	formar/solidificar/mudar
Reformismo	movimento_social/movimento
Obras_de_arte	belas_artes/arte/belas-artes
amaciamento	atividade
espargo	legume/verdura/hortaliça/maconha
Transcendentalismo	filosofia
conforto	riqueza/assistência/ajuda/estado/Estado/situação/condição
telemetria	medida/mensuração/medição
til	árvore
base_de_dados	informação
clube	prédio/edifício/associação/união/ordem/sociedade/organização
sem-teto	estado/Estado/situação/condição
hospedaria	pousada/albergaria/albergue
Doenças_respiratórias	doença
parlamento	legislatura
Europa	montão/colecção/ruma/chusma/coleção/grupo/aglomeração/terra/país
sintetizar	mudar/reunir/redizer/combinar/alterar/reapresentar/repetir/reiterar
sumptuosidade	riqueza/poder
desnudar-se	remover/tirar
tatuagem	decoração/ornamento
querelar	debater/discutir/arguir
circum-navegação	travessia
Efeméride	dia
diagonal	recta
hombridade	Masculinidade
Analogia	comparação
namorada	mulher/amado
dedaleira	maconha
digitação	posicionamento/colocação
inundar	superar/completar/encher/cobrir
Sarcoma_de_kaposi	sarcoma
perito	autoridade
chaga	infecção
indemnizações	compensação/Compensação/remuneração
falir	danificar/empobrecer/avariar
homologia	semelhança
friccionar	esfregar
jaca	fruta
vagalhão	vaga
empirista	filósofo
rearranjo	transcrição/arranjo
quintas	trabalho/laboratório/locais_de_trabalho/oficina/emprego
encarregar	incumbir/encomendar/pedir/ceder/passar/confiar/entregar
Refrão	música
confidencialidade	segredo/privacidade/sigilo
fervor	ardor
erguer	colocar/deslocar/mover/carregar/elevar/alçar
alegrar-se	alegrar/regozijar/regozijar-se/sentir
formigão	materiais_de_construção/Materiais_de_construção
destilar	liquidificar/provocar/mudar/aperfeiçoar/melhorar/criar/construir/causar/alterar/liquefazer
administrar	guiar/dirigir/governar
demissão	conclusão/aviso/comunicação/nota
degeneração	mudança/transmutação/aviltamento/decadência
advogar	declarar/publicitar/promover/impelir/urgir/exortar
canil	refúgio/asilo
farda	vestimenta/vestuário/roupa
harmonizar	cantar/relacionar/relacionar-se/combinar/concordar/corresponder
adesão	apoio/suporte
emprenhar	fertilizar/inseminar/fecundar
infundir	causar
soqueira	armamento
desarrolhar	abrir
satanismo	magia_negra/bruxaria/Magia_Negra/encanto
agrafador	maquinaria/máquina
pôquer	jogo_de_cartas
marmelo	pomo/fruta
impressão	publicação/aquisição/ferramenta/semblante/condição/estado/situação/Escrita/escrita/documentos/pensamento/idéia/edição/concavidade/aparelho/aparato/mecanismo/instrumento/equipamento
Saqué	Bebidas_alcoólicas
cabo	barra/toa/apêndice/terra/chão/relevo/terra_firme/momento/instante/alça
Ponto_de_fuga	semblante
Hino_Nacional	hino
ponche	golpe
contacto	ligação/comunicação/comunicado/conexão
opositor	desafiante/ser_humano/alguém/concorrente/adversário/contendor/competidor
reforço	mudança/melhoramento/transmutação
diapasão	implemento/instrumento/ferramenta
ASCII	código
talento	criatividade/competência/noção/cognição/dom/capacidade/faculdade/Criatividade/aptidão/habilidade
sisal	piteira/pita
caleidoscópio	brinquedo
Design_Gráfico	comunicação_visual/Comunicação_Visual
irídio	metal/Metais/metais
miscelânea	mistura/encepamento
chamejar	intensificar
arredores	Ambiente/ambiente
cavalo	vianda/carne/equídeo/ungulados/macho/égua
procedência	lugar/nascente/manancial/raiz
derrubar	escrever/remover/empurrar/alterar/decretar/substituir/desalojar/forçar/dividir/virar-se/virar/sobrepor/suplantar/mudar/modificar/compor
Monsenhor	sacerdote/pastor/presbítero/clérigo/padre
regalia	parafernália
Vértice	intersecção
show	barco/visão/atuação/emissão/programa
reeditar	publicar
merenda	repasto
discriminar	discernir/separar/diferenciar/distinguir
adulterar	aviltar/diluir
Concreto_armado	Concreto/betão/concreto/formigão
meio	Ambiente/momento/condição/ambiente/instante/estado/situação/região/execução
solteirona	senhorita/solteira
puta	cortesã/mulher_pública/quenga/meretriz/rameira/devassa/messalina/mulher
alanina	aminoácido/Amino-ácido
sarcoma_de_Kaposi	sarcoma
semáforo	aparato/aparelho/equipamento
Boinas_verdes	Divisão
Anti-ciclone	ambiente
punjabi	sânscrito/hindu
